,word,corr,counts
390,aunt,-0.006996403002105807,66
391,auntie,-0.002223958935185051,35
392,aus,-0.004644085313234317,59
393,aussie,-0.00124901697576603,76
394,aussiecynic,0.006981646789585014,33
395,austin,0.004029037202395675,39
396,australia,-0.0024085664318466956,298
397,australian,0.0058009377322263125,65
398,auto,0.009831494607997267,46
399,available,-0.016609824636388593,167
400,avatar,0.014975438812295544,156
401,average,0.00058377807877428,39
402,avoid,0.004522621495684277,93
403,aw,-0.022772877115358154,899
404,awake,-0.008643369565867543,571
405,award,0.0070182793511619,68
406,awards,0.0035222401034805412,311
407,aware,-0.006996403002105828,51
408,away,-0.03039673787615144,1681
409,awe,-0.006555315793171024,145
410,awesome,0.06795407412129048,3002
411,awesomeness,-0.00181579432912615,54
412,awful,-0.031637208650007666,283
413,awh,-0.01288932600696509,140
414,awhile,0.0005094941165742416,130
415,awkward,-0.006996403002105897,59
416,awsome,0.012850892440218649,54
417,aww,-0.03679552404831022,4087
418,awwh,-0.011768847069026618,62
419,ay,-0.006522321289120295,52
420,aye,-0.0012490169757660191,111
421,az,0.004029037202395638,36
422,b,-0.0076829404632845575,1104
423,b'day,0.0025484851317357044,32
424,b4,-0.0032907900420296927,231
425,ba,0.004029037202395659,51
426,babe,0.012810328083079619,386
427,babes,0.00022949762975547656,99
428,babies,-0.009290493927616357,138
429,baby,-0.0013102669537903712,1033
430,babysitting,-0.006996403002105841,42
431,back,-0.023445951464075833,6979
432,background,-0.004806063293325416,218
433,backup,0.006981646789585042,32
434,backyard,-0.00902993769075578,34
435,bacon,-0.003852780657062715,138
436,bad,-0.08202221967399215,3485
437,badly,-0.023349993802051397,185
438,bag,-0.004061322861415769,193
439,bags,-0.0048952688217361,68
440,bah,-0.013962207505750201,92
441,bahaha,0.008219587295971179,61
442,bak,-0.00019294109239752143,42
443,bake,0.0015899625605594412,46
444,baked,0.008550878624745108,41
445,baking,0.004029037202395648,57
446,balance,-0.0012839176811155657,33
447,balcony,-0.0018157943291261644,39
448,ball,-0.0016337829311849645,195
449,balls,-0.019021180354825116,102
450,banana,0.004225557206781556,86
451,band,0.006056879649494283,362
452,bands,-0.004672358102189399,76
453,bang,-0.004644085313234324,43
454,bank,-0.010833603098436121,139
455,banksyart,0.013964690211135155,118
456,banksyart2,0.015613518896544972,67
457,banned,-0.006568275905176409,54
458,banner,0.0008256556953973754,33
459,bar,-0.004259693439202643,185
460,barely,-0.025521614889138042,153
461,bars,0.012093373265577323,41
462,base,-0.007660625860647966,35
463,baseball,0.003121400200044806,55
464,based,-0.002007509712502267,126
465,basically,0.0008256556953973843,90
466,basketball,-0.0049469566155787145,41
467,bass,-0.013505457392169757,64
468,bastard,-0.004644085313234318,51
469,bat,-0.0018157943291261958,37
470,bath,0.0032192845071148876,187
471,bathroom,-0.0012490169757660087,74
472,battery,-0.022978065646250528,164
473,battle,-0.009549482151816061,38
474,bay,0.002275960378230141,71
475,bb,-0.018667584915692863,403
476,bb10,-0.007660625860647954,34
477,bbc,0.009873868733917438,73
478,bbl,-0.004644085313234322,58
479,bbq,0.0031314599722943605,251
480,bby,0.0005837780787742863,36
481,bc,-0.01763239674097791,122
482,bday,0.004186554577730208,338
483,be,-0.009010253861016287,16494
484,beach,-0.004954101476123684,438
485,bean,-0.002568092201416335,36
486,beans,0.0005837780787742903,58
487,bear,-0.005162054490930961,106
488,bears,-0.004644085313234331,51
489,beast,-0.007660625860647964,32
490,beat,0.011687833363784102,300
491,beating,0.0005837780787742884,39
492,beats,0.0008256556953973737,52
493,beautiful,0.027311673447640954,1020
494,beauty,0.012850892440218658,88
495,bebo,-0.0012839176811155163,38
496,became,0.004225557206781564,56
497,because,-0.02894289091495926,1837
498,become,-0.0019065275253924725,176
499,becomes,0.005811641470782895,40
500,becoming,-0.009029937690755798,74
501,bed,-0.013029368020149857,2687
502,bedroom,-0.0007754789510722856,73
503,bedtime,-0.00516205449093094,100
504,bee,-0.00019294109239755152,65
505,been,-0.026772373599992752,5288
506,beer,-0.005710451403614998,238
507,before,-0.0037866726853153865,1757
508,beg,-0.00699640300210585,63
509,begging,-0.011823949037754473,58
510,begin,0.0015651034017215282,75
511,beginning,0.00022949762975547208,117
512,begins,0.002548485131735738,34
513,behind,-0.01624711501427702,292
514,bein,-0.006568275905176397,73
515,being,-0.02791652489407881,2176
516,believe,-0.01368080281351597,928
517,bell,-0.0007754789510722885,69
518,bella,0.001565103401721426,54
519,belly,-0.01083448340769209,64
520,belong,0.007018279351161905,48
521,below,0.005811641470782893,33
522,ben,0.01456042532515055,98
523,berry,0.0025484851317357374,34
524,besides,0.0037824337378851002,135
525,best,0.032222496766074644,2125
526,bestie,-0.003145467513708173,62
527,bet,-0.0020535740557309935,504
528,beta,-0.0046440853132343266,59
529,better,0.0035806334291637516,3527
530,between,-0.0004316309200709523,255
531,beyonce,-0.004773994329762181,52
532,beyond,-0.008569237253306498,100
533,bf,-0.0010968574402796813,157
534,bff,-0.009647036055546494,111
535,bg,0.005811641470782892,36
536,bgt,-0.0007046015706826351,205
537,big,0.0091422264160708,1503
538,bigger,0.0015899625605594353,121
539,biggest,0.0028518230101583107,110
540,bike,-0.0036323152908653363,156
541,bill,-0.014846810353266893,152
542,bills,-0.008569237253306492,50
543,billy,0.011039504862791502,50
544,billyraycyrus,-0.00019294109239754634,51
545,bin,-0.007660625860647964,48
546,bing,0.005811641470782892,68
547,bio,0.003345268420326827,106
548,biology,0.008550878624745096,61
549,bird,-0.0033976065226941,109
550,birds,-0.0012490169757659977,87
551,birth,-0.007660625860647964,35
552,birthday,0.014554199760336728,1198
553,biscuits,0.004029037202395657,38
554,bit,0.0034513752916977567,1951
555,bitch,-0.004385501943622498,266
556,bitches,-0.00019294109239752422,46
557,bite,0.010354393060146395,100
558,bites,-0.0200202932310264,52
559,bits,-0.0007093147885595694,82
560,bitter,0.007320929198656507,35
561,biz,0.005698299004859389,53
562,bk,-0.0018157943291261152,70
563,black,0.007651580335420692,441
564,blackberry,-0.0066087038738457966,181
565,blah,-0.01650515170594132,210
566,blahh,-0.002223958935185056,35
567,blame,-0.0017667007904301065,195
568,blank,-0.01083448340769209,49
569,blanket,-0.008298971683758365,47
570,blast,0.010698262453432396,152
571,bleeding,-0.01786693428911404,47
572,bleh,-0.006996403002105834,64
573,bless,0.015536010918882742,336
574,blessed,0.022084532469587116,150
575,blessings,0.0058116414707828955,73
576,blind,-0.004611439391576649,53
577,blink,0.008219587295971168,45
578,blip,-0.002326280187178362,130
579,bliss,0.002275960378230163,46
580,block,-0.01031630847894969,196
581,blocked,-0.022081711400327105,169
582,blocking,-0.004644085313234324,54
583,blog,0.018957094947422013,780
584,blogger,0.009873868733917443,41
585,blogging,0.011039504862791497,51
586,blogs,0.01209337326557733,79
587,blogspot,0.0058116414707828955,34
588,blogtv,-0.004644085313234328,34
589,blokeslib,0.01396469021113515,63
590,blonde,0.0008256556953973773,61
591,blood,-0.005437495332936204,177
592,bloody,-0.024868174674566923,321
593,blow,0.00402903720239566,79
594,blowing,-0.004644085313234331,37
595,blows,-0.009871948705242923,42
596,blue,0.008743793614315818,307
597,blues,-0.00019294109239753816,45
598,blush,0.00855087862474509,43
599,board,0.0011678482047848212,117
600,boat,-0.017659173306037095,88
601,bob,0.007018279351161903,64
602,bobby,0.011039504862791514,40
603,bobbythomas1,0.00254848513173572,34
604,body,-0.004385501943622479,292
605,boiling,-0.009871948705242913,35
606,bold,0.0018019610045832764,40
607,bomb,0.01306255380513978,78
608,bones,0.002548485131735763,83
609,bonus,0.011039504862791507,40
610,boo,-0.037142203795335504,852
611,boobs,-0.00019294109239754035,57
612,boohoo,-0.00954948215181614,34
613,book,0.015619546848389048,743
614,booked,-0.0007754789510722892,73
615,books,0.002069822230026816,335
616,boom,-0.0022239589351849944,122
617,boot,-0.00019294109239753284,39
618,booth,0.00402903720239566,37
619,boots,-0.006568275905176414,65
620,booty,0.005811641470782893,32
621,booze,0.0025484851317357283,38
622,bored,-0.03873979173874825,989
623,boredom,-0.004644085313234323,37
624,boring,-0.025640928608275083,476
625,born,0.0048325782517072095,114
626,borrow,0.0015651034017215538,56
627,boss,0.00598330573689375,162
628,boston,0.0015899625605594373,90
629,bot,-0.0018157943291261705,39
630,both,0.011013141103940177,948
631,bother,-0.010265241705463304,94
632,bothered,-0.014876473524194892,98
633,bots,0.0005837780787742818,32
634,bottle,-0.0020623147479670464,157
635,bottom,-0.008045132907997894,106
636,bought,-0.003574897278984522,515
637,bound,0.006981646789585048,38
638,bout,-0.0077417234796864215,487
639,bow,0.002548485131735721,48
640,bowl,-0.0016526531305883444,68
641,bowling,-0.0018157943291261954,34
642,box,-0.011291996724304013,268
643,boxes,-0.004611439391576626,51
644,boy,0.00850665357704676,559
645,boy_kill_boy,-0.001815794329126094,40
646,boyfriend,-0.01173867138552015,162
647,boyle,-0.003145467513708184,78
648,boys,0.006616338951272248,482
649,bra,-0.004644085313234322,38
650,bracelet,-0.009029937690755713,51
651,braces,-0.006996403002105863,41
652,brad,0.006981646789585054,41
653,bradie,0.004029037202395653,79
654,bradiewebb,0.009873868733917435,70
655,bradiewebbstack,0.0027477366960004224,116
656,brain,0.005700867253705148,230
657,brainstuck,0.007320929198656566,34
658,brand,0.0015651034017215351,105
659,brandon,-0.001815794329126122,36
660,brazil,-0.004895268821736087,119
661,brb,0.008059686718357596,102
662,bread,-0.00033426179662826225,128
663,break,0.0011373473416340688,596
664,breakfast,0.008506653577046755,496
665,breaking,-0.008298971683758326,117
666,breaks,-0.016362995555540712,71
667,breath,-0.0031454675137081796,93
668,breathe,-0.008298971683758352,85
669,breathing,-0.013505457392169759,39
670,breeze,-0.00766062586064796,33
671,brian,-0.0007754789510722922,35
672,bride,0.0015651034017215434,41
673,bridge,0.007018279351161897,57
674,bright,0.009872205275987622,154
675,brilliant,0.010144246860362548,226
676,bring,0.0124493556674596,595
677,bringing,0.00082565569539739,68
678,brings,0.0015651034017215286,95
679,brisbane,-0.0022239589351850508,36
680,british,0.001565103401721556,77
681,britney,-0.007989112101090143,126
682,bro,-0.0075949027780220545,313
683,broadband,0.0005837780787742839,32
684,broke,-0.03024214819667327,414
685,broken,-0.03312318154714086,287
686,brooke,0.0040290372023956186,34
687,bros,0.003121400200044812,50
688,brother,-0.006703010200325373,531
689,brother's,-0.002568092201416347,37
690,brothers,0.0016521379419724151,300
691,brought,0.004768971739679727,161
692,brown,0.014240775870286252,164
693,brownies,-0.0018157943291261496,47
694,browser,-0.0028713101048895105,56
695,brr,-0.00464408531323431,35
696,brunch,0.005811641470782897,56
697,brush,0.0005837780787742861,38
698,bs,0.0005837780787742843,37
699,bt,-0.004773994329762158,91
700,bts,-0.009549482151816143,36
701,btw,0.02254039192931511,938
702,bubble,-0.0007754789510722949,58
703,bucks,0.008644055505960679,64
704,bud,0.0005837780787742831,47
705,buddies,0.002548485131735705,58
706,buddy,0.009129152303796628,217
707,budget,0.003121400200044808,42
708,bug,-0.01182394903775453,113
709,bugger,-0.016645328087562812,85
710,bugs,-0.0046723581021893895,62
711,build,0.004832578251707233,78
712,building,-0.0028713101048895135,92
713,built,0.005811641470782895,43
714,bull,-0.006522321289120301,67
715,bum,-0.0016526531305883023,72
716,bummed,-0.026759360918062615,153
717,bummer,-0.01713425052691719,180
718,bunch,0.01149302976634684,174
719,bunny,-0.0036323152908653076,94
720,burger,-0.0018157943291261403,54
721,burn,-0.012771750821972697,137
722,burned,-0.013448435989934865,61
723,burning,-0.004672358102189396,86
724,burnt,-0.01763239674097795,117
725,burst,-0.009549482151816108,32
726,bus,-0.012239537654987675,359
727,buses,-0.007660625860647935,36
728,business,0.0013058028806902495,251
729,busted,-0.004644085313234311,45
730,busy,0.000900632559616701,876
731,but,-0.07551537381147778,19832
732,butt,-0.010833603098436149,163
733,butter,0.012225967309436937,110
734,button,0.006397019270985374,146
735,buy,0.004595965669179868,964
736,buying,-0.004200048351016185,193
737,buzz,-0.0049469566155785835,46
738,by,0.000698656213530734,3532
739,bye,-0.0016850945584233963,597
740,byee,0.003121400200044806,106
741,c,-0.0068325882502314195,655
742,c'mon,-0.006996403002105841,60
743,ca,-0.006701287804554266,68
744,cab,-0.00987194870524292,52
745,cable,-0.009029937690755769,85
746,cafe,-0.00477399432976217,57
747,caffeine,-0.0022239589351850616,58
748,cake,0.006746707928665491,356
749,cakes,0.004225557206781563,61
750,caldjr,-0.0012839176811155404,33
751,cali,0.0010113018852455592,105
752,california,-0.010265241705463297,71
753,call,-0.005292458276147539,1160
754,called,0.004451796274904446,617
755,calling,0.0008821534099890747,242
756,calls,-0.0033976065226940934,169
757,calm,0.004030113482993374,76
758,cam,-0.004672358102189389,70
759,came,-0.010362542833608272,751
760,camera,-0.011293719066019866,310
761,camp,-0.012401316797782488,127
762,camping,0.0085508786247451,51
763,campus,-0.004644085313234314,40
764,can,0.008419679507946061,7948
765,can't,-0.07107407200082667,5789
766,canada,-0.011063944505745731,131
767,canadian,-0.0018157943291261397,36
768,cancel,-0.0102652417054633,64
769,canceled,-0.009871948705242942,42
770,cancelled,-0.022145895121251334,137
771,cancer,-0.011380500204031673,88
772,candles,-0.004946956615578591,32
773,candy,0.007018279351161897,93
774,cannot,-0.013048700019354511,305
775,cant,-0.05552049046112423,2364
776,cap,-0.0018157943291261867,41
777,caps,0.01285089244021866,96
778,captain,0.005811641470782897,41
779,car,-0.02657449494861546,848
780,cara,0.004225557206781586,35
781,card,-0.008271835409684292,255
782,cards,0.008075193942855012,109
783,care,0.01006022143732192,637
784,career,-0.004644085313234318,49
785,careful,-0.0016526531305883416,105
786,cares,6.527327654014443e-05,92
787,caring,-0.00019294109239754924,41
788,carpet,0.0073209291986565265,48
789,carry,-0.0028713101048895183,87
790,cars,0.001011301885245573,81
791,cartoon,-0.006752391039953178,36
792,case,0.014556540653055897,326
793,cases,0.0005837780787742855,34
794,cash,0.005800937732226305,100
795,cast,-0.006996403002105888,58
796,castle,0.011039504862791505,34
797,cat,-0.00918509198968665,409
798,catch,0.0036150119814675236,549
799,catching,-0.004259693439202617,136
800,catep36,0.011039504862791507,42
801,cats,0.0037824337378851085,186
802,caught,-0.011380382944662298,217
803,cause,-0.024856362390869056,1020
804,cavs,-0.006996403002105858,56
805,cazp09,-0.010834483407692096,33
806,cba,-0.004611439391576662,44
807,cc,0.0005837780787742862,37
808,cd,0.002294414506320659,227
809,cds,0.004225557206781579,53
810,ceggs,-0.009029937690755765,33
811,celeb,0.004225557206781579,40
812,celebrate,0.003345268420326807,113
