,word,corr,counts
272,ankle,-0.01182394903775448,73
273,ann,-0.0025680922014163477,47
274,anna,0.012225967309436937,85
275,anne,-0.0001929410923975525,60
276,anniversary,-0.006701287804554209,72
277,announce,-0.007660625860647983,32
278,annoy,-0.004611439391576634,39
279,annoyed,-0.0124013167977825,129
280,annoying,-0.005377780821059771,527
281,anoop,0.007018279351161897,45
282,anoopdoggdesai,-0.0018157943291261627,35
283,another,-0.012764714970840123,1736
284,answer,0.005317474241938997,407
285,answered,-0.010834483407692075,75
286,answering,-0.0012839176811155581,47
287,answers,-0.009029937690755743,47
288,ant,0.0005837780787742846,39
289,anti,0.0005837780787742818,50
290,any,-0.01981823252495314,2366
291,anybody,-0.007997828794683573,105
292,anymore,-0.04481664514422149,883
293,anyone,-0.008802910580705741,1025
294,anything,-0.022314055560279492,1342
295,anytime,0.013931265343678018,213
296,anyway,0.003898824833799346,750
297,anyways,0.0059833057368937495,243
298,anywhere,-0.013347043820761226,170
299,anz,0.009325915086222495,58
300,apart,-0.011436132214221947,176
301,apartment,0.004832578251707225,60
302,api,0.000583778078774284,46
303,aplusk,0.012093373265577325,54
304,apologies,-0.013505457392169707,39
305,apologize,-0.0022239589351850933,44
306,app,0.011395943591334919,242
307,apparently,-0.017674751079612003,378
308,appear,-0.004611439391576646,75
309,appears,-0.004644085313234329,50
310,apple,0.007836023528501015,259
311,applecored,-0.004644085313234319,39
312,application,0.0005837780787742864,50
313,applied,-0.001283917681115563,39
314,apply,-0.0065682759051763915,48
315,appointment,-0.019021180354825154,61
316,appreciate,0.02226656753032643,327
317,appreciated,0.009831494607997291,122
318,apprentice,-0.002871310104889507,77
319,appropriate,0.0018019610045832662,42
320,apps,-0.006701287804554204,99
321,appt,-0.006996403002105868,35
322,april,0.00158996256055945,86
323,apt,-0.004644085313234322,40
324,archie,0.004225557206781568,65
325,architeuth1s,0.0005837780787742882,33
326,archuleta,0.011916553096258066,66
327,are,0.05617542363751844,20211
328,area,0.0057122771558874045,198
329,arent,-0.006522321289120299,109
330,argentina,0.004225557206781576,44
331,argh,-0.023848969124385288,225
332,arghh,-0.018873903745746823,72
333,argue,-0.002223958935185035,36
334,arm,-0.008045132907997908,140
335,arms,-0.009647036055546496,101
336,army,0.004522621495684282,57
337,around,-0.004390104357647675,1309
338,arrive,-0.0028713101048895152,75
339,arrived,6.527327654015561e-05,152
340,arse,-0.006701287804554207,64
341,art,0.005408046881749412,219
342,article,-0.001096857440279658,125
343,articles,-0.00019294109239754683,42
344,artist,0.00422555720678157,77
345,artists,-0.013505457392169695,36
346,as,0.024495140635339918,6464
347,asap,-0.00655531579317106,114
348,asda,0.00581164147078289,38
349,ash,-0.011823949037754465,57
350,ashamed,-0.011768847069026686,43
351,ashley,0.008219587295971173,131
352,ashleytisdale,0.000583778078774285,42
353,asia,0.008219587295971173,101
354,asian,-0.00019294109239751528,59
355,ask,0.012213247402111695,668
356,asked,-0.001250102937610597,325
357,asking,0.003943525766320001,274
358,asks,-0.004946956615578603,34
359,asleep,-0.025856975215584662,552
360,asot400,0.0058116414707828894,42
361,ass,-0.015298129756039234,584
362,asshole,-0.004946956615578561,37
363,assignment,0.0005094941165742052,94
364,assignments,-0.021356139106323967,56
365,assume,0.007320929198656521,51
366,assuming,-0.0046114393915766515,37
367,astynes,-0.0001929410923975405,35
368,aswell,-0.012401316797782492,129
369,at,-0.03935965385332028,12752
370,ate,-0.007307850230505351,367
371,atl,-0.0006981481203091337,157
372,atlanta,-0.00987194870524293,60
373,atlantic,-0.009871948705242927,36
374,atleast,-0.005162054490930974,89
375,atm,-0.011336237731898681,216
376,attack,-0.0007754789510722879,101
377,attacked,-0.015099812097251553,40
378,attempt,-0.002871310104889514,81
379,attend,-0.0018157943291261434,65
380,attention,0.0005094941165742133,162
381,attitude,0.0025484851317357443,39
382,au,0.008644055505960674,45
383,audience,-0.007660625860647979,37
384,audio,-0.0046114393915766445,70
385,audition,0.0040290372023956385,41
386,august,-0.012596270660487302,154
387,aunt,-0.004611439391576668,76
388,auntie,-0.002223958935185051,36
389,aus,-0.002223958935185073,61
390,aussie,0.0027477366960004294,111
391,aussiecynic,0.006981646789585014,33
392,austin,0.005811641470782889,52
393,australia,-0.0024085664318466956,303
394,australian,0.0058009377322263125,65
395,auto,0.009831494607997267,46
396,available,-0.016609824636388593,168
397,avatar,0.014975438812295544,157
398,average,-0.00019294109239755068,41
399,avoid,0.004522621495684277,93
400,aw,-0.021171674058293382,911
401,awake,-0.008643369565867543,572
402,award,0.0070182793511619,68
403,awards,0.0035222401034805412,312
404,aware,-0.006996403002105828,51
405,away,-0.03039673787615144,1687
406,awe,-0.006555315793171024,145
407,awesome,0.06795407412129048,3015
408,awesomeness,-0.00181579432912615,54
409,awful,-0.031637208650007666,283
410,awh,-0.01288932600696509,140
411,awhile,0.0005094941165742416,130
412,awkward,-0.006996403002105897,59
413,awsome,0.012850892440218649,54
414,aww,-0.03679552404831022,4100
415,awwh,-0.011768847069026618,62
416,ay,-0.00206231474796705,116
417,aye,-0.0012490169757660191,112
418,az,0.004029037202395638,37
419,b,-0.004694343983559,1330
420,b4,-0.0032907900420296927,231
421,ba,0.004029037202395659,52
422,babe,0.013394169442977819,395
423,babes,-0.0016526531305883305,110
424,babies,-0.009290493927616357,139
425,baby,-0.002248455981883652,1089
426,babysitting,-0.006996403002105841,42
427,back,-0.0232624740391465,6988
428,background,-0.004806063293325416,218
429,backup,0.006981646789585042,33
430,backyard,-0.00902993769075578,34
431,bacon,-0.003852780657062715,138
432,bad,-0.0816347061021752,3497
433,badly,-0.023349993802051397,185
434,bag,-0.005437495332936169,196
435,bags,-0.0048952688217361,71
436,bah,-0.013962207505750201,93
437,bahaha,0.008219587295971179,61
438,bak,-0.00019294109239752143,42
439,bake,0.0015899625605594412,46
440,baked,0.008550878624745108,41
441,baking,0.004029037202395648,58
442,balance,-0.0012839176811155657,35
443,balcony,-0.0018157943291261644,39
444,ball,-0.0016337829311849645,198
445,balls,-0.019021180354825116,103
446,banana,0.007018279351161908,91
447,band,0.006746707928665509,369
448,bands,-0.004672358102189399,77
449,bang,-0.004644085313234324,44
450,bank,-0.010833603098436121,139
451,banksyart,0.013964690211135155,118
452,banksyart2,0.015613518896544972,67
453,banned,-0.006568275905176409,54
454,banner,0.0008256556953973754,33
455,bar,-0.0010329485474114906,193
456,barely,-0.025521614889138042,153
457,bars,0.012093373265577323,42
458,base,-0.007660625860647966,35
459,baseball,0.003121400200044806,57
460,based,-0.002007509712502267,126
461,basically,0.0008256556953973843,90
462,basketball,-0.0049469566155787145,41
463,bass,-0.009895397800635494,90
464,bastard,-0.004644085313234318,51
465,bat,-0.004644085313234328,42
466,bath,0.0032192845071148876,189
467,bathroom,-0.0012490169757660087,74
468,battery,-0.022978065646250528,164
469,battle,-0.009549482151816061,38
470,bay,0.00022949762975542514,74
471,bb,-0.018570693332744533,418
472,bb10,-0.007660625860647954,34
473,bbc,0.011039504862791507,77
474,bbl,-0.004644085313234322,58
475,bbm,-0.011695874235740408,32
476,bbq,0.003943525766319991,256
477,bby,0.0005837780787742863,37
478,bc,-0.019748836060017507,125
479,bday,0.004186554577730208,339
480,be,-0.00889729864255212,16504
481,beach,-0.004954101476123684,439
482,bean,-0.002568092201416335,40
483,beans,-0.002223958935185114,69
484,bear,-0.003852780657062728,120
485,bears,-0.004644085313234331,51
486,beast,-0.007660625860647964,34
487,beat,0.011687833363784102,303
488,beating,0.0025484851317357634,41
489,beats,-0.001249016975766021,55
490,beautiful,0.027311673447640954,1029
491,beauty,0.008075193942855018,94
492,bebo,-0.0012839176811155163,38
493,became,0.004225557206781564,56
494,because,-0.02894289091495926,1837
495,become,-0.0019065275253924725,176
496,becomes,0.005811641470782895,40
497,becoming,-0.009029937690755798,74
498,bed,-0.013029368020149857,2689
499,bedroom,-0.0007754789510722856,74
500,bedtime,-0.00516205449093094,100
501,bee,-0.0012490169757660137,79
502,been,-0.026772373599992752,5290
503,beer,-0.004631083960509238,240
504,before,-0.0037866726853153865,1758
505,beg,-0.00699640300210585,63
506,begging,-0.011823949037754473,59
507,begin,0.0015651034017215282,75
508,beginning,0.00022949762975547208,117
509,begins,0.002548485131735738,34
510,behind,-0.01624711501427702,295
511,bein,-0.006568275905176397,73
512,being,-0.02791652489407881,2185
513,believe,-0.01368080281351597,928
514,bell,-0.0007754789510722885,73
515,bella,-0.0007754789510723161,65
516,belle,-0.0007754789510722937,46
517,belly,-0.00656827590517642,74
518,belong,0.007018279351161905,48
519,below,0.005811641470782893,33
520,ben,0.01268275864363552,134
521,berry,0.0025484851317357374,37
522,besides,0.0037824337378851002,135
523,best,0.032222496766074644,2128
524,bestie,-0.003145467513708173,63
525,bet,-0.0020535740557309935,504
526,beta,-0.0046440853132343266,59
527,beth,0.005698299004859425,38
528,better,0.00380780272271834,3533
529,between,-0.0004316309200709523,255
530,beyonce,-0.004773994329762181,56
531,beyond,-0.008569237253306498,101
532,bf,-0.002885878564782199,166
533,bff,-0.009478316295476786,125
534,bg,0.005811641470782892,38
535,bgt,-0.0007046015706826351,205
536,big,0.009902370659803202,1554
537,bigger,0.0015899625605594353,121
538,biggest,0.0028518230101583107,110
539,bike,-0.0036323152908653363,156
540,bill,-0.013646155187854114,172
541,bills,-0.008569237253306492,51
542,billy,0.012093373265577342,54
543,billyraycyrus,-0.00019294109239754634,51
544,bin,-0.007660625860647964,49
545,bing,0.005811641470782892,71
546,bio,0.003345268420326827,109
547,biology,0.008550878624745096,61
548,bird,-0.0033976065226941,119
549,birds,-0.0012490169757659977,87
550,birth,-0.007660625860647964,35
551,birthday,0.014554199760336728,1203
552,biscuits,0.004029037202395657,38
553,bit,0.0034513752916977567,1952
554,bitch,-0.003500973743507176,276
555,bitches,0.0015651034017215377,50
556,bite,0.010354393060146395,100
557,bites,-0.0200202932310264,52
558,bits,-0.0007093147885595694,82
559,bitter,0.004225557206781595,38
560,biz,0.005698299004859389,52
561,bk,-0.0018157943291261152,71
562,black,0.008834550027067104,455
563,blackberry,-0.0066087038738457966,183
564,blah,-0.01650515170594132,211
565,blahh,-0.002223958935185056,35
566,blame,-0.0017667007904301065,195
567,blank,-0.01083448340769209,50
568,blanket,-0.008298971683758365,47
569,blast,0.010698262453432396,152
570,bleeding,-0.01910087461396779,49
571,bleh,-0.006996403002105834,64
572,bless,0.015536010918882742,338
573,blessed,0.022084532469587116,150
574,blessings,0.0058116414707828955,73
575,blind,-0.004611439391576649,55
576,blink,0.008219587295971168,46
577,blip,-0.002326280187178362,131
578,bliss,0.002275960378230163,46
579,block,-0.01031630847894969,199
580,blocked,-0.022081711400327105,169
581,blocking,-0.004644085313234324,54
582,blog,0.018957094947422013,788
583,blogger,0.009873868733917443,42
584,blogging,0.011039504862791497,51
585,blogs,0.01209337326557733,79
586,blogspot,0.0058116414707828955,34
587,blogtv,-0.004644085313234328,34
588,bloke,0.004029037202395648,36
589,blokeslib,0.01396469021113515,63
590,blonde,0.0008256556953973773,63
591,blood,-0.005437495332936204,182
592,bloody,-0.0255789205627037,327
593,blow,0.00402903720239566,79
594,blowing,-0.0022239589351850334,40
595,blows,-0.009871948705242923,42
596,blue,0.006746707928665506,368
597,blues,-0.00019294109239753816,45
598,blush,0.00855087862474509,44
599,board,0.0011678482047848212,117
600,boat,-0.017659173306037095,89
601,bob,0.008219587295971168,75
602,bobby,0.004225557206781573,47
603,bobbythomas1,0.00254848513173572,34
604,body,-0.004385501943622479,301
605,boiling,-0.009871948705242913,35
606,bold,0.0018019610045832764,40
607,bomb,0.01306255380513978,78
608,bone,-0.00019294109239752192,33
609,bones,0.002548485131735763,89
610,bonus,0.011039504862791507,41
611,boo,-0.037142203795335504,862
612,boobs,-0.00019294109239754035,58
613,boohoo,-0.00954948215181614,34
614,book,0.016053935036848228,755
615,booked,-0.0007754789510722892,73
616,books,0.002069822230026816,338
617,boom,-0.0022239589351849944,123
618,boot,0.0015651034017215427,41
619,booth,0.00402903720239566,43
620,boots,-0.006568275905176414,68
621,booty,0.005811641470782893,33
622,booze,0.0025484851317357283,38
623,bored,-0.03873979173874825,990
624,boredom,-0.004644085313234323,37
625,boring,-0.025640928608275083,478
626,born,0.0048325782517072095,115
627,borrow,0.0015651034017215538,56
628,boss,0.00598330573689375,172
629,boston,0.0015899625605594373,91
630,bot,-0.004644085313234329,50
631,both,0.011013141103940177,948
632,bother,-0.010265241705463304,94
633,bothered,-0.014876473524194892,98
634,bots,0.0005837780787742818,32
635,bottle,-0.0020623147479670464,157
636,bottom,-0.008045132907997894,107
637,bought,-0.003574897278984522,515
638,bound,0.006981646789585048,38
639,bout,-0.010264200785578164,526
640,bow,0.002548485131735721,51
641,bowl,-0.000272891756267891,72
642,bowling,-0.0018157943291261954,34
643,box,-0.010355469647196809,270
644,boxes,-0.004611439391576626,51
645,boy,0.007978294866122738,666
646,boyfriend,-0.01045109042963392,167
647,boyle,-0.003145467513708184,83
648,boys,0.00578568537882304,485
649,bra,-0.004644085313234322,38
650,bracelet,-0.009029937690755713,51
651,braces,-0.006996403002105863,41
652,brad,0.0018019610045832645,49
653,bradie,0.004029037202395653,80
654,bradiewebb,0.009873868733917435,70
655,bradiewebbstack,0.0037824337378851076,117
656,brain,0.005700867253705148,231
657,brainstuck,0.007320929198656566,34
658,brand,0.0015651034017215351,106
659,brandon,-0.002568092201416363,48
660,brazil,-0.004895268821736087,120
661,brb,0.008059686718357596,102
662,bread,-0.0017667007904301106,130
663,break,0.0011373473416340688,603
664,breakfast,0.008506653577046755,497
665,breaking,-0.008298971683758326,119
666,breaks,-0.016362995555540712,71
667,breath,-0.0031454675137081796,93
668,breathe,-0.008298971683758352,85
669,breathing,-0.013505457392169759,39
670,breeze,-0.004644085313234326,34
671,brian,0.0022759603782301504,56
672,bride,0.0015651034017215434,43
673,bridge,0.007018279351161897,58
674,bright,0.009872205275987622,160
675,brilliant,0.010144246860362548,227
676,bring,0.0124493556674596,595
677,bringing,0.00082565569539739,71
678,brings,0.0015651034017215286,95
679,brisbane,-0.0022239589351850508,37
680,britain,-0.0018157943291261475,38
681,british,0.003121400200044801,87
682,britney,-0.009245678736747627,134
683,bro,-0.004082678794714087,324
684,broadband,0.0005837780787742839,35
685,broke,-0.03024214819667327,415
686,broken,-0.03312318154714086,290
687,brooke,-0.0012490169757660172,62
688,bros,0.003121400200044812,50
689,brother,-0.007852540936161697,571
690,brothers,0.0005766427091656351,305
691,brought,0.004768971739679727,161
692,brown,0.014975438812295525,183
693,brownies,-0.0018157943291261496,47
694,browser,-0.0028713101048895105,56
695,brr,-0.00464408531323431,35
696,brunch,0.005811641470782897,56
697,brush,0.0005837780787742861,38
698,bs,0.0005837780787742843,38
699,bt,-0.004773994329762158,96
700,bts,-0.009549482151816143,36
701,btw,0.02254039192931511,940
702,bubble,-0.0028713101048895126,66
703,bucks,0.008644055505960679,64
704,bud,0.0005837780787742831,47
705,buddies,0.002548485131735705,58
706,buddy,0.009129152303796628,217
707,budget,0.003121400200044808,43
708,bug,-0.008137884512883872,118
709,bugger,-0.016645328087562812,86
710,bugs,-0.0046723581021893895,62
711,build,0.004832578251707233,78
712,building,-0.0028713101048895135,93
713,built,0.005811641470782895,43
714,bull,-0.006522321289120301,67
715,bum,-0.0002728917562678912,78
716,bummed,-0.026759360918062615,153
717,bummer,-0.01713425052691719,180
718,bunch,0.01149302976634684,174
719,bunny,-0.003852780657062717,100
720,burger,-0.0018157943291261403,54
721,burn,-0.014082756103493533,139
722,burned,-0.013448435989934865,61
723,burning,-0.004773994329762204,92
724,burns,-0.00494695661557856,37
725,burnt,-0.01763239674097795,117
726,burst,-0.009549482151816108,32
727,bus,-0.010682815660617519,367
728,buses,-0.007660625860647935,36
729,business,0.0013058028806902495,252
730,busted,-0.004644085313234311,45
731,busy,0.000900632559616701,876
732,but,-0.07513742289040877,19799
733,butcan,-0.011695874235740384,40
734,butt,-0.010833603098436149,165
735,butter,0.012225967309436937,111
736,button,0.006397019270985374,148
737,buy,0.002558825641916558,1000
738,buying,-0.004200048351016185,193
739,buzz,-0.0049469566155785835,46
740,by,0.0006137664666781321,3540
741,bye,-0.0016850945584233963,600
742,byee,0.003121400200044806,106
743,c,-0.007448803204934558,869
744,ca,-0.0066087038738457775,135
745,cab,-0.00987194870524292,53
746,cable,-0.006701287804554209,86
747,cafe,-0.00477399432976217,60
748,caffeine,-0.0022239589351850616,60
749,cake,0.006746707928665491,360
750,cakes,0.007018279351161908,66
751,caldjr,-0.0012839176811155404,33
752,cali,0.00165906577650335,134
753,california,-0.010265241705463297,74
754,call,-0.004449065725254727,1168
755,called,0.004451796274904446,618
756,calling,-0.00019727020202651028,244
757,calls,-0.0033976065226940934,169
758,calm,0.004030113482993374,76
759,cam,-0.002871310104889503,73
760,came,-0.010362542833608272,751
761,camera,-0.009497372156403876,316
762,camp,-0.012401316797782488,127
763,camping,0.0085508786247451,51
764,campus,-0.004644085313234314,40
765,can,-0.04002326026364813,14097
766,canada,-0.00799782879468355,134
767,canadian,-0.0018157943291261397,38
768,cancel,-0.0102652417054633,64
769,canceled,-0.009871948705242942,42
770,cancelled,-0.022145895121251334,137
771,cancer,-0.011380500204031673,90
772,candy,0.008219587295971168,107
773,cannot,-0.013880479205106712,306
774,cant,-0.009478316295476769,100
775,cap,0.0005837780787742844,47
776,caps,0.013729358203610036,99
777,captain,0.007320929198656522,52
778,car,-0.027733839462559074,855
779,cara,0.004225557206781586,35
780,card,-0.008271835409684292,256
781,cards,0.008075193942855012,109
782,care,0.01006022143732192,638
783,career,-0.004644085313234318,49
784,careful,-0.0016526531305883416,105
785,cares,6.527327654014443e-05,92
786,caring,-0.00019294109239754924,41
787,carol,-0.01509981209725154,35
788,carpet,0.0073209291986565265,48
789,carry,-0.0028713101048895183,87
790,cars,0.001011301885245573,82
791,cartoon,-0.006752391039953178,36
792,case,0.015135182514350453,329
793,cases,0.0005837780787742855,34
794,cash,0.005800937732226305,100
795,cast,-0.006996403002105888,58
796,castle,0.011039504862791505,34
797,cat,-0.010195795341591075,454
798,catch,0.0036150119814675236,549
799,catching,-0.004259693439202617,137
800,catep36,0.011039504862791507,42
801,cathy,0.0018019610045832799,50
802,cats,0.0037824337378851085,189
803,caught,-0.011380382944662298,217
804,cause,-0.028495837497665894,1140
805,cavs,-0.006996403002105858,56
806,cazp09,-0.010834483407692096,33
807,cba,-0.004611439391576662,44
808,cc,0.0015651034017215406,49
809,cd,0.0019076322369859405,241
810,cds,0.004225557206781579,54
811,ceggs,-0.009029937690755765,33
812,celeb,0.004225557206781579,43
813,celebrate,0.003345268420326807,113
814,celebrating,-0.002568092201416316,49
